"YearStart","YearEnd","Race/Ethnicity","Sample_Size"
"2020","2020","Other, non-Latinx","106.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","224.0"
"2020","2020","Latinx","1466.0"
"2020","2020","Latinx","1073.0"
"2020","2020","Latinx","135.0"
"2020","2020","Latinx","149.0"
"2020","2020","Other, non-Latinx","132.0"
"2020","2020","Other, non-Latinx","145.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","588.0"
"2020","2020","Asian, non-Latinx","88.0"
"2020","2020","Other, non-Latinx","106.0"
"2020","2020","Other, non-Latinx","348.0"
"2020","2020","Black, non-Latinx","611.0"
"2020","2020","Asian, non-Latinx","485.0"
"2020","2020","White, non-Latinx","4118.0"
"2020","2020","Latinx","133.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","11283.0"
"2020","2020","Black, non-Latinx","256.0"
"2020","2020","Other, non-Latinx","140.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","68.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","1434.0"
"2020","2020","White, non-Latinx","3959.0"
"2020","2020","Other, non-Latinx","831.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","939.0"
"2020","2020","Other, non-Latinx","2798.0"
"2020","2020","Other, non-Latinx","129.0"
"2020","2020","White, non-Latinx","3315.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","232.0"
"2020","2020","Black, non-Latinx","2308.0"
"2020","2020","Asian, non-Latinx","138.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","128.0"
"2020","2020","Black, non-Latinx","2936.0"
"2020","2020","Other, non-Latinx","3303.0"
"2020","2020","Other, non-Latinx","734.0"
"2020","2020","White, non-Latinx","5434.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Latinx","216.0"
"2020","2020","Asian, non-Latinx","59.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","116.0"
"2020","2020","Other, non-Latinx","119.0"
"2020","2020","Asian, non-Latinx","8258.0"
"2020","2020","Latinx","540.0"
"2020","2020","Other, non-Latinx","76.0"
"2020","2020","Other, non-Latinx","94.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Latinx","388.0"
"2020","2020","Latinx","305.0"
"2020","2020","Asian, non-Latinx","58.0"
"2020","2020","Other, non-Latinx","50.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","1185.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","90.0"
"2020","2020","White, non-Latinx","5863.0"
"2020","2020","Latinx","55.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx","105.0"
"2020","2020","Black, non-Latinx","193.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","3554.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","78.0"
"2020","2020","Other, non-Latinx","78.0"
"2020","2020","Other, non-Latinx","57.0"
"2020","2020","Latinx","388.0"
"2020","2020","Other, non-Latinx","172.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","413.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","116.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Asian, non-Latinx","173.0"
"2020","2020","White, non-Latinx","9083.0"
"2020","2020","Other, non-Latinx","186.0"
"2020","2020","Asian, non-Latinx","168.0"
"2020","2020","White, non-Latinx","1640.0"
"2020","2020","Latinx","1103.0"
"2020","2020","Other, non-Latinx","57.0"
"2020","2020","White, non-Latinx","6879.0"
"2020","2020","Other, non-Latinx","229.0"
"2020","2020","Black, non-Latinx","238.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","59.0"
"2020","2020","Other, non-Latinx","89.0"
"2020","2020","Other, non-Latinx","86.0"
"2020","2020","Other, non-Latinx","76.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx","76.0"
"2020","2020","Other, non-Latinx","73.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","53.0"
"2020","2020","Black, non-Latinx","1354.0"
"2020","2020","Black, non-Latinx","185.0"
"2020","2020","Latinx","554.0"
"2020","2020","Black, non-Latinx","112.0"
"2020","2020","Other, non-Latinx","52.0"
"2020","2020","Black, non-Latinx","977.0"
"2020","2020","Other, non-Latinx","117.0"
"2020","2020","White, non-Latinx","3256.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","112.0"
"2020","2020","Other, non-Latinx","221.0"
"2020","2020","Black, non-Latinx","72.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","117.0"
"2020","2020","Black, non-Latinx","185.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","54.0"
"2020","2020","Latinx","145.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","53.0"
"2020","2020","White, non-Latinx","1525.0"
"2020","2020","Black, non-Latinx","75.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Latinx","115.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","82.0"
"2020","2020","Latinx","203.0"
"2020","2020","Latinx","753.0"
"2020","2020","Latinx","109.0"
"2020","2020","Other, non-Latinx","509.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","101.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Latinx","180.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","61.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","196.0"
"2020","2020","Black, non-Latinx","75.0"
"2020","2020","Other, non-Latinx","65.0"
"2020","2020","Asian, non-Latinx","73.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Black, non-Latinx","627.0"
"2020","2020","Latinx","1532.0"
"2020","2020","White, non-Latinx","8502.0"
"2020","2020","Black, non-Latinx","53.0"
"2020","2020","Other, non-Latinx","87.0"
"2020","2020","Latinx","1241.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","392.0"
"2020","2020","Other, non-Latinx","82.0"
"2020","2020","Latinx","362.0"
"2020","2020","Black, non-Latinx","2312.0"
"2020","2020","White, non-Latinx","11283.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","402.0"
"2020","2020","White, non-Latinx","2244.0"
"2020","2020","Latinx","230.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","203.0"
"2020","2020","Black, non-Latinx","276.0"
"2020","2020","Other, non-Latinx","68.0"
"2020","2020","Other, non-Latinx","61.0"
"2020","2020","White, non-Latinx","4972.0"
"2020","2020","Latinx","109.0"
"2020","2020","Asian, non-Latinx","485.0"
"2020","2020","White, non-Latinx","13348.0"
"2020","2020","Other, non-Latinx","104.0"
"2020","2020","Latinx","413.0"
"2020","2020","Black, non-Latinx","1168.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","94.0"
"2020","2020","Latinx","1607.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","78.0"
"2020","2020","Black, non-Latinx","2565.0"
"2020","2020","Other, non-Latinx","77.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","61.0"
"2020","2020","Other, non-Latinx","2798.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Latinx","78.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx","54.0"
"2020","2020","White, non-Latinx","4436.0"
"2020","2020","White, non-Latinx","9021.0"
"2020","2020","Black, non-Latinx","73.0"
"2020","2020","Black, non-Latinx","906.0"
"2020","2020","Other, non-Latinx","102.0"
"2020","2020","Latinx","3626.0"
"2020","2020","Latinx","935.0"
"2020","2020","Other, non-Latinx","141.0"
"2020","2020","Black, non-Latinx","958.0"
"2020","2020","Other, non-Latinx","56.0"
"2020","2020","Black, non-Latinx","977.0"
"2020","2020","Latinx","4658.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","495.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx","244.0"
"2020","2020","Asian, non-Latinx","75.0"
"2020","2020","White, non-Latinx","3413.0"
"2020","2020","Other, non-Latinx","564.0"
"2020","2020","Other, non-Latinx","84.0"
"2020","2020","Black, non-Latinx","169.0"
"2020","2020","Other, non-Latinx","100.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","108.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","5503.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx",""
"2020","2020","Latinx","337.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","866.0"
"2020","2020","Other, non-Latinx","68.0"
"2020","2020","Black, non-Latinx","212.0"
"2020","2020","Asian, non-Latinx","117.0"
"2020","2020","Black, non-Latinx","112.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Latinx","615.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","93.0"
"2020","2020","Latinx","114.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx","59.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","242.0"
"2020","2020","Other, non-Latinx","82.0"
"2020","2020","Black, non-Latinx","392.0"
"2020","2020","Other, non-Latinx","91.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx","111.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","179.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","125.0"
"2020","2020","Black, non-Latinx","125.0"
"2020","2020","Latinx","4658.0"
"2020","2020","White, non-Latinx","3743.0"
"2020","2020","White, non-Latinx","4002.0"
"2020","2020","Other, non-Latinx","202.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","492.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","831.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","2080.0"
"2020","2020","Other, non-Latinx","159.0"
"2020","2020","Latinx","135.0"
"2020","2020","Other, non-Latinx","92.0"
"2020","2020","Other, non-Latinx","55.0"
"2020","2020","Latinx","171.0"
"2020","2020","Latinx","103.0"
"2020","2020","White, non-Latinx","2600.0"
"2020","2020","Other, non-Latinx","1376.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","851.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","380.0"
"2020","2020","Latinx","158.0"
"2020","2020","Latinx","1893.0"
"2020","2020","Asian, non-Latinx","55.0"
"2020","2020","Latinx","26336.0"
"2020","2020","Black, non-Latinx","68.0"
"2020","2020","Black, non-Latinx","1352.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Latinx","129.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","65.0"
"2020","2020","Other, non-Latinx","348.0"
"2020","2020","White, non-Latinx","3761.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","88.0"
"2020","2020","Asian, non-Latinx","141.0"
"2020","2020","White, non-Latinx","4675.0"
"2020","2020","White, non-Latinx","4003.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","69.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","7030.0"
"2020","2020","Black, non-Latinx","72.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","130.0"
"2020","2020","Asian, non-Latinx","341.0"
"2020","2020","Latinx","257.0"
"2020","2020","Asian, non-Latinx","82.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","7397.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx",""
"2020","2020","Latinx","503.0"
"2020","2020","Other, non-Latinx","91.0"
"2020","2020","Other, non-Latinx","94.0"
"2020","2020","White, non-Latinx","4823.0"
"2020","2020","Other, non-Latinx","75.0"
"2020","2020","Black, non-Latinx","282.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","5496.0"
"2020","2020","Other, non-Latinx","150.0"
"2020","2020","White, non-Latinx","8297.0"
"2020","2020","Other, non-Latinx","183.0"
"2020","2020","Black, non-Latinx","476.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","1159.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","124.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","348.0"
"2020","2020","Other, non-Latinx","203.0"
"2020","2020","White, non-Latinx","4326.0"
"2020","2020","Black, non-Latinx","2051.0"
"2020","2020","White, non-Latinx","5802.0"
"2020","2020","Latinx","58.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","92.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Latinx","109.0"
"2020","2020","White, non-Latinx","8339.0"
"2020","2020","Other, non-Latinx","57.0"
"2020","2020","Black, non-Latinx","281.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","30063.0"
"2020","2020","Latinx","143.0"
"2020","2020","Other, non-Latinx","61.0"
"2020","2020","Latinx","143.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","2600.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","225.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","5128.0"
"2020","2020","Other, non-Latinx","55.0"
"2020","2020","Black, non-Latinx","1159.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","2987.0"
"2020","2020","White, non-Latinx","6110.0"
"2020","2020","Latinx","63.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","180.0"
"2020","2020","Other, non-Latinx","226.0"
"2020","2020","Other, non-Latinx","77.0"
"2020","2020","Other, non-Latinx","53.0"
"2020","2020","Asian, non-Latinx","91.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx","95.0"
"2020","2020","Asian, non-Latinx","113.0"
"2020","2020","Black, non-Latinx","958.0"
"2020","2020","Black, non-Latinx","1467.0"
"2020","2020","Other, non-Latinx","174.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Latinx","1313.0"
"2020","2020","White, non-Latinx","7045.0"
"2020","2020","Asian, non-Latinx","421.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","388.0"
"2020","2020","Latinx","308.0"
"2020","2020","White, non-Latinx","5051.0"
"2020","2020","White, non-Latinx","8521.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","81.0"
"2020","2020","Asian, non-Latinx","147.0"
"2020","2020","Latinx","510.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","77.0"
"2020","2020","Other, non-Latinx","1322.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","100.0"
"2020","2020","Other, non-Latinx","296.0"
"2020","2020","White, non-Latinx","4191.0"
"2020","2020","Latinx","345.0"
"2020","2020","Other, non-Latinx","157.0"
"2020","2020","Other, non-Latinx","56.0"
"2020","2020","Latinx","180.0"
"2020","2020","Latinx","53.0"
"2020","2020","Other, non-Latinx","691.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","627.0"
"2020","2020","Latinx","348.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","442.0"
"2020","2020","White, non-Latinx","2264.0"
"2020","2020","Latinx","332.0"
"2020","2020","Asian, non-Latinx","441.0"
"2020","2020","Latinx","266.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx","159.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","444.0"
"2020","2020","Latinx","675.0"
"2020","2020","Other, non-Latinx","120.0"
"2020","2020","White, non-Latinx","5051.0"
"2020","2020","Asian, non-Latinx","100.0"
"2020","2020","Asian, non-Latinx","200.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","65.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","441.0"
"2020","2020","Asian, non-Latinx","251.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","166.0"
"2020","2020","Other, non-Latinx","151.0"
"2020","2020","Asian, non-Latinx","59.0"
"2020","2020","Latinx","1338.0"
"2020","2020","Other, non-Latinx","641.0"
"2020","2020","Latinx","254.0"
"2020","2020","White, non-Latinx","3664.0"
"2020","2020","White, non-Latinx","3632.0"
"2020","2020","Asian, non-Latinx","679.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","61.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","296.0"
"2020","2020","White, non-Latinx","2515.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","105.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","2605.0"
"2020","2020","Latinx","203.0"
"2020","2020","Other, non-Latinx","142.0"
"2020","2020","Latinx","375.0"
"2020","2020","White, non-Latinx","7825.0"
"2020","2020","Other, non-Latinx","281.0"
"2020","2020","Latinx","57.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","1767.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","117.0"
"2020","2020","Latinx","64.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","3630.0"
"2020","2020","White, non-Latinx","1434.0"
"2020","2020","Asian, non-Latinx","190.0"
"2020","2020","Other, non-Latinx","79.0"
"2020","2020","Asian, non-Latinx","115.0"
"2020","2020","Other, non-Latinx","156.0"
"2020","2020","Other, non-Latinx","84.0"
"2020","2020","Other, non-Latinx","242.0"
"2020","2020","Asian, non-Latinx","472.0"
"2020","2020","Asian, non-Latinx","303.0"
"2020","2020","Latinx","2080.0"
"2020","2020","Other, non-Latinx","57.0"
"2020","2020","Other, non-Latinx","161.0"
"2020","2020","Other, non-Latinx","213.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","532.0"
"2020","2020","Other, non-Latinx","144.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","64.0"
"2020","2020","White, non-Latinx","3391.0"
"2020","2020","Other, non-Latinx","52.0"
"2020","2020","Asian, non-Latinx","75.0"
"2020","2020","White, non-Latinx","4249.0"
"2020","2020","Asian, non-Latinx","113.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","5923.0"
"2020","2020","Other, non-Latinx","626.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","441.0"
"2020","2020","Other, non-Latinx","55.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","809.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","55.0"
"2020","2020","Black, non-Latinx","69.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","101.0"
"2020","2020","Black, non-Latinx","327.0"
"2020","2020","Other, non-Latinx","221.0"
"2020","2020","Latinx","1607.0"
"2020","2020","White, non-Latinx","2402.0"
"2020","2020","White, non-Latinx","1535.0"
"2020","2020","White, non-Latinx","247.0"
"2020","2020","White, non-Latinx","2625.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","101.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","213.0"
"2020","2020","Latinx","434.0"
"2020","2020","Other, non-Latinx","95.0"
"2020","2020","Latinx","55.0"
"2020","2020","Other, non-Latinx","58.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","83.0"
"2020","2020","Latinx","124.0"
"2020","2020","Latinx","430.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","82.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Asian, non-Latinx","224.0"
"2020","2020","Other, non-Latinx","86.0"
"2020","2020","Asian, non-Latinx","73.0"
"2020","2020","White, non-Latinx","3411.0"
"2020","2020","Asian, non-Latinx","159.0"
"2020","2020","Latinx","839.0"
"2020","2020","Other, non-Latinx","76.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","305.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","83.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","59.0"
"2020","2020","Other, non-Latinx","91.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","1241.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx","948.0"
"2020","2020","White, non-Latinx","5436.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx","256.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","114.0"
"2020","2020","Latinx","129.0"
"2020","2020","Black, non-Latinx","1007.0"
"2020","2020","Asian, non-Latinx","240.0"
"2020","2020","Other, non-Latinx","105.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","503.0"
"2020","2020","Latinx","198.0"
"2020","2020","Latinx","26336.0"
"2020","2020","Black, non-Latinx","441.0"
"2020","2020","Latinx","430.0"
"2020","2020","Black, non-Latinx","873.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","66.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Latinx","53.0"
"2020","2020","Other, non-Latinx","57.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","628.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","347.0"
"2020","2020","Other, non-Latinx","70.0"
"2020","2020","Other, non-Latinx","6797.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","1525.0"
"2020","2020","Latinx","382.0"
"2020","2020","Other, non-Latinx","67.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","295196.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","83.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","151.0"
"2020","2020","Other, non-Latinx","151.0"
"2020","2020","Black, non-Latinx","63.0"
"2020","2020","Black, non-Latinx","1241.0"
"2020","2020","Black, non-Latinx","982.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","98.0"
"2020","2020","Other, non-Latinx","1235.0"
"2020","2020","Asian, non-Latinx","88.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","50.0"
"2020","2020","White, non-Latinx","6120.0"
"2020","2020","Black, non-Latinx","492.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","203.0"
"2020","2020","Latinx","452.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","175.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","115.0"
"2020","2020","White, non-Latinx","12828.0"
"2020","2020","Asian, non-Latinx","281.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx","187.0"
"2020","2020","White, non-Latinx","2387.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx","174.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","607.0"
"2020","2020","White, non-Latinx","6703.0"
"2020","2020","White, non-Latinx","5065.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","8537.0"
"2020","2020","Other, non-Latinx","65.0"
"2020","2020","Latinx","129.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","White, non-Latinx","268680.0"
"2020","2020","Black, non-Latinx","238.0"
"2020","2020","White, non-Latinx","7801.0"
"2020","2020","Black, non-Latinx","371.0"
"2020","2020","White, non-Latinx","12229.0"
"2020","2020","Other, non-Latinx","6132.0"
"2020","2020","Other, non-Latinx","509.0"
"2020","2020","Asian, non-Latinx",""
"2020","2020","Black, non-Latinx","154.0"
"2020","2020","Asian, non-Latinx","63.0"
"2020","2020","Other, non-Latinx","260.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Other, non-Latinx","53.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","134.0"
"2020","2020","Black, non-Latinx",""
"2020","2020","Black, non-Latinx","26797.0"
"2020","2020","White, non-Latinx","6123.0"
"2020","2020","Other, non-Latinx","96.0"
"2020","2020","Black, non-Latinx","906.0"
"2020","2020","Asian, non-Latinx","59.0"
"2020","2020","Other, non-Latinx","83.0"
"2020","2020","Black, non-Latinx","263.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","237.0"
"2020","2020","Latinx","101.0"
"2020","2020","Asian, non-Latinx","89.0"
"2020","2020","Other, non-Latinx","76.0"
"2020","2020","Other, non-Latinx","68.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Asian, non-Latinx","196.0"
"2020","2020","White, non-Latinx","5032.0"
"2020","2020","White, non-Latinx","5158.0"
"2020","2020","Other, non-Latinx","67.0"
"2020","2020","Other, non-Latinx","145.0"
"2020","2020","White, non-Latinx","5051.0"
"2020","2020","Latinx","841.0"
"2020","2020","Other, non-Latinx","259.0"
"2020","2020","White, non-Latinx","5434.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx","65.0"
"2020","2020","Other, non-Latinx","116.0"
"2020","2020","Other, non-Latinx",""
"2020","2020","Other, non-Latinx",""
"2020","2020","Latinx","1466.0"
"2020","2020","Other, non-Latinx",""
