"YearStart","YearEnd","Race/Ethnicity","Sample_Size"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","817.0"
"2019","2019","Other, non-Latinx","194.0"
"2019","2019","Other, non-Latinx","116.0"
"2019","2019","Asian, non-Latinx","59.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","104.0"
"2019","2019","Black, non-Latinx","246.0"
"2019","2019","Other, non-Latinx","1172.0"
"2019","2019","Asian, non-Latinx","64.0"
"2019","2019","Other, non-Latinx","172.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","100.0"
"2019","2019","Black, non-Latinx","588.0"
"2019","2019","Latinx","272.0"
"2019","2019","White, non-Latinx","9270.0"
"2019","2019","Latinx","577.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Asian, non-Latinx","120.0"
"2019","2019","Other, non-Latinx","88.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","2442.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","59.0"
"2019","2019","Black, non-Latinx","878.0"
"2019","2019","Asian, non-Latinx","50.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","279.0"
"2019","2019","Latinx","124.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","4828.0"
"2019","2019","Other, non-Latinx","7221.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","5311.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","109.0"
"2019","2019","Other, non-Latinx","89.0"
"2019","2019","Other, non-Latinx","1171.0"
"2019","2019","Black, non-Latinx","556.0"
"2019","2019","Other, non-Latinx","63.0"
"2019","2019","Other, non-Latinx","127.0"
"2019","2019","Other, non-Latinx","182.0"
"2019","2019","Asian, non-Latinx","847.0"
"2019","2019","Latinx","93.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Latinx","304.0"
"2019","2019","Other, non-Latinx","51.0"
"2019","2019","Other, non-Latinx","67.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","129.0"
"2019","2019","Other, non-Latinx","262.0"
"2019","2019","Latinx","91.0"
"2019","2019","Other, non-Latinx","154.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","97.0"
"2019","2019","Other, non-Latinx","161.0"
"2019","2019","Other, non-Latinx","91.0"
"2019","2019","Other, non-Latinx","81.0"
"2019","2019","Other, non-Latinx","143.0"
"2019","2019","White, non-Latinx","6321.0"
"2019","2019","Other, non-Latinx","216.0"
"2019","2019","White, non-Latinx","11004.0"
"2019","2019","Other, non-Latinx","110.0"
"2019","2019","Asian, non-Latinx","150.0"
"2019","2019","White, non-Latinx","10863.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx","208.0"
"2019","2019","White, non-Latinx","8860.0"
"2019","2019","Latinx","268.0"
"2019","2019","Other, non-Latinx","92.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","159.0"
"2019","2019","Latinx","201.0"
"2019","2019","Asian, non-Latinx","87.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","142.0"
"2019","2019","White, non-Latinx","1666.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","7831.0"
"2019","2019","White, non-Latinx","6238.0"
"2019","2019","White, non-Latinx","5016.0"
"2019","2019","Latinx","1152.0"
"2019","2019","Other, non-Latinx","233.0"
"2019","2019","White, non-Latinx","10577.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","622.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","304.0"
"2019","2019","Other, non-Latinx","302.0"
"2019","2019","Other, non-Latinx","96.0"
"2019","2019","Latinx","131.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","146.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx","1563.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Latinx","125.0"
"2019","2019","Latinx","512.0"
"2019","2019","Latinx","313.0"
"2019","2019","White, non-Latinx","8842.0"
"2019","2019","Black, non-Latinx","2886.0"
"2019","2019","Latinx","636.0"
"2019","2019","Latinx","5669.0"
"2019","2019","Black, non-Latinx","754.0"
"2019","2019","Other, non-Latinx","83.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","220.0"
"2019","2019","Latinx","340.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","517.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","2501.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","73.0"
"2019","2019","Other, non-Latinx","90.0"
"2019","2019","Asian, non-Latinx","180.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","57.0"
"2019","2019","Other, non-Latinx","315.0"
"2019","2019","Black, non-Latinx","160.0"
"2019","2019","Other, non-Latinx","103.0"
"2019","2019","Latinx","327.0"
"2019","2019","Black, non-Latinx","792.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","148.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","3410.0"
"2019","2019","Asian, non-Latinx","234.0"
"2019","2019","Black, non-Latinx","2940.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","472.0"
"2019","2019","White, non-Latinx","10219.0"
"2019","2019","Latinx","1052.0"
"2019","2019","Latinx","1578.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","135.0"
"2019","2019","Asian, non-Latinx","97.0"
"2019","2019","Other, non-Latinx","254.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","4562.0"
"2019","2019","Latinx","475.0"
"2019","2019","Other, non-Latinx","85.0"
"2019","2019","White, non-Latinx","4103.0"
"2019","2019","Other, non-Latinx","750.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Latinx","1365.0"
"2019","2019","White, non-Latinx","10241.0"
"2019","2019","Other, non-Latinx","114.0"
"2019","2019","Other, non-Latinx","303.0"
"2019","2019","Latinx","739.0"
"2019","2019","White, non-Latinx","4257.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","109.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Other, non-Latinx","127.0"
"2019","2019","White, non-Latinx","9556.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Other, non-Latinx","110.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","4039.0"
"2019","2019","Asian, non-Latinx","92.0"
"2019","2019","Asian, non-Latinx","391.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","1427.0"
"2019","2019","White, non-Latinx","2805.0"
"2019","2019","Black, non-Latinx","207.0"
"2019","2019","Other, non-Latinx","102.0"
"2019","2019","Other, non-Latinx","2505.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","60.0"
"2019","2019","White, non-Latinx","2672.0"
"2019","2019","White, non-Latinx","10711.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","54.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","54.0"
"2019","2019","Asian, non-Latinx","78.0"
"2019","2019","Latinx","624.0"
"2019","2019","Other, non-Latinx","115.0"
"2019","2019","Black, non-Latinx","547.0"
"2019","2019","White, non-Latinx","6378.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Asian, non-Latinx","174.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","357.0"
"2019","2019","White, non-Latinx","8571.0"
"2019","2019","Other, non-Latinx","124.0"
"2019","2019","White, non-Latinx","4507.0"
"2019","2019","Other, non-Latinx","170.0"
"2019","2019","Latinx","493.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","137.0"
"2019","2019","Other, non-Latinx","67.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Latinx","262.0"
"2019","2019","White, non-Latinx","276796.0"
"2019","2019","Other, non-Latinx","53.0"
"2019","2019","Other, non-Latinx","229.0"
"2019","2019","Latinx","521.0"
"2019","2019","Latinx","486.0"
"2019","2019","Other, non-Latinx","172.0"
"2019","2019","Latinx","64.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","1769.0"
"2019","2019","Other, non-Latinx","181.0"
"2019","2019","Other, non-Latinx","64.0"
"2019","2019","Latinx","411.0"
"2019","2019","White, non-Latinx","1994.0"
"2019","2019","Black, non-Latinx","28838.0"
"2019","2019","White, non-Latinx","3656.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","253.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","140.0"
"2019","2019","Black, non-Latinx","605.0"
"2019","2019","Other, non-Latinx","65.0"
"2019","2019","Asian, non-Latinx","58.0"
"2019","2019","Black, non-Latinx","648.0"
"2019","2019","Other, non-Latinx","87.0"
"2019","2019","Black, non-Latinx","58.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","4432.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","359.0"
"2019","2019","Latinx","325.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","99.0"
"2019","2019","Latinx","168.0"
"2019","2019","Other, non-Latinx","89.0"
"2019","2019","Latinx","139.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","487.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","633.0"
"2019","2019","Asian, non-Latinx","77.0"
"2019","2019","Latinx","420.0"
"2019","2019","Black, non-Latinx","57.0"
"2019","2019","Latinx","319.0"
"2019","2019","White, non-Latinx","6198.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","87.0"
"2019","2019","Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","162.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","645.0"
"2019","2019","Other, non-Latinx","5677.0"
"2019","2019","Latinx","1703.0"
"2019","2019","Asian, non-Latinx","413.0"
"2019","2019","Latinx","147.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","66.0"
"2019","2019","White, non-Latinx","4665.0"
"2019","2019","White, non-Latinx","5531.0"
"2019","2019","Latinx","58.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Latinx","133.0"
"2019","2019","Latinx","70.0"
"2019","2019","Black, non-Latinx","89.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","86.0"
"2019","2019","Other, non-Latinx","53.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","146.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","297.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","92.0"
"2019","2019","Latinx","502.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","79.0"
"2019","2019","Other, non-Latinx","238.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","White, non-Latinx","9190.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","5426.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","120.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","5184.0"
"2019","2019","Other, non-Latinx","415.0"
"2019","2019","Asian, non-Latinx","169.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","330.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","White, non-Latinx","2963.0"
"2019","2019","Black, non-Latinx","830.0"
"2019","2019","Asian, non-Latinx","150.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","184.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","1173.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","376.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","176.0"
"2019","2019","Black, non-Latinx","694.0"
"2019","2019","Black, non-Latinx","133.0"
"2019","2019","Asian, non-Latinx","138.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","White, non-Latinx","9181.0"
"2019","2019","Other, non-Latinx","51.0"
"2019","2019","Asian, non-Latinx","81.0"
"2019","2019","Black, non-Latinx","262.0"
"2019","2019","Black, non-Latinx","227.0"
"2019","2019","Other, non-Latinx","54.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Asian, non-Latinx","79.0"
"2019","2019","Latinx","72.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","297.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","493.0"
"2019","2019","White, non-Latinx","5547.0"
"2019","2019","Latinx","132.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","427.0"
"2019","2019","Other, non-Latinx","78.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","595.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","129.0"
"2019","2019","White, non-Latinx","10627.0"
"2019","2019","White, non-Latinx","6134.0"
"2019","2019","Asian, non-Latinx","98.0"
"2019","2019","Other, non-Latinx","420.0"
"2019","2019","White, non-Latinx","3777.0"
"2019","2019","Latinx","94.0"
"2019","2019","Other, non-Latinx","85.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","64.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx","515.0"
"2019","2019","Other, non-Latinx","109.0"
"2019","2019","Latinx","1305.0"
"2019","2019","White, non-Latinx","4353.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","692.0"
"2019","2019","Other, non-Latinx","54.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Latinx","144.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","6187.0"
"2019","2019","Other, non-Latinx","693.0"
"2019","2019","Black, non-Latinx","28242.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","5695.0"
"2019","2019","Other, non-Latinx","133.0"
"2019","2019","Other, non-Latinx","155.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","113.0"
"2019","2019","Black, non-Latinx","86.0"
"2019","2019","White, non-Latinx","6503.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","172.0"
"2019","2019","Asian, non-Latinx","149.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx",""
"2019","2019","Black, non-Latinx","65.0"
"2019","2019","Latinx","1208.0"
"2019","2019","Asian, non-Latinx","634.0"
"2019","2019","White, non-Latinx","7924.0"
"2019","2019","Asian, non-Latinx","68.0"
"2019","2019","Asian, non-Latinx","62.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","157.0"
"2019","2019","Other, non-Latinx","261.0"
"2019","2019","Other, non-Latinx","203.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","65.0"
"2019","2019","White, non-Latinx","8893.0"
"2019","2019","Latinx","666.0"
"2019","2019","White, non-Latinx","864.0"
"2019","2019","Latinx","471.0"
"2019","2019","Other, non-Latinx","58.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","3863.0"
"2019","2019","Latinx",""
"2019","2019","Asian, non-Latinx","147.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Other, non-Latinx","117.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","281.0"
"2019","2019","Latinx","739.0"
"2019","2019","Latinx","1845.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","380.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","795.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","164.0"
"2019","2019","Other, non-Latinx","51.0"
"2019","2019","White, non-Latinx","2693.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","8456.0"
"2019","2019","Black, non-Latinx","1303.0"
"2019","2019","Other, non-Latinx","1218.0"
"2019","2019","Other, non-Latinx","740.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx","823.0"
"2019","2019","White, non-Latinx","2702.0"
"2019","2019","Black, non-Latinx","446.0"
"2019","2019","Other, non-Latinx","64.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","1185.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","54.0"
"2019","2019","White, non-Latinx","2696.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","6002.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","3968.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","293.0"
"2019","2019","Asian, non-Latinx","58.0"
"2019","2019","Latinx","374.0"
"2019","2019","Other, non-Latinx","148.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","510.0"
"2019","2019","White, non-Latinx","8131.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","616.0"
"2019","2019","Latinx","1207.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","248.0"
"2019","2019","Other, non-Latinx","84.0"
"2019","2019","Other, non-Latinx","72.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","152.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","391.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","151.0"
"2019","2019","Asian, non-Latinx","61.0"
"2019","2019","Other, non-Latinx","75.0"
"2019","2019","Other, non-Latinx","155.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","White, non-Latinx","4206.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","130.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","12563.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","268.0"
"2019","2019","Latinx","173.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","52.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","140.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","3491.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","4371.0"
"2019","2019","Latinx","505.0"
"2019","2019","Other, non-Latinx","170.0"
"2019","2019","Other, non-Latinx","90.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","289.0"
"2019","2019","Latinx","541.0"
"2019","2019","White, non-Latinx","6533.0"
"2019","2019","Other, non-Latinx","84.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","1336.0"
"2019","2019","Asian, non-Latinx","134.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","324.0"
"2019","2019","Asian, non-Latinx","78.0"
"2019","2019","Latinx","734.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","1303.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","1125.0"
"2019","2019","White, non-Latinx","276045.0"
"2019","2019","Asian, non-Latinx","318.0"
"2019","2019","White, non-Latinx","6136.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","133.0"
"2019","2019","Latinx","148.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","1384.0"
"2019","2019","Other, non-Latinx","66.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","50.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","78.0"
"2019","2019","Other, non-Latinx","70.0"
"2019","2019","Other, non-Latinx","108.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","58.0"
"2019","2019","Latinx","148.0"
"2019","2019","Latinx","1167.0"
"2019","2019","Asian, non-Latinx","53.0"
"2019","2019","Latinx",""
"2019","2019","Other, non-Latinx","111.0"
"2019","2019","Other, non-Latinx","72.0"
"2019","2019","Black, non-Latinx","141.0"
"2019","2019","White, non-Latinx","4875.0"
"2019","2019","Other, non-Latinx","87.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","91.0"
"2019","2019","Black, non-Latinx","212.0"
"2019","2019","Latinx","345.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","3671.0"
"2019","2019","Other, non-Latinx","1185.0"
"2019","2019","Latinx","485.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","1440.0"
"2019","2019","Other, non-Latinx","158.0"
"2019","2019","Asian, non-Latinx","146.0"
"2019","2019","Latinx","168.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx","25881.0"
"2019","2019","Latinx","119.0"
"2019","2019","Latinx","79.0"
"2019","2019","White, non-Latinx","4573.0"
"2019","2019","Black, non-Latinx","215.0"
"2019","2019","Other, non-Latinx","113.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","884.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","289.0"
"2019","2019","Other, non-Latinx","215.0"
"2019","2019","Other, non-Latinx","58.0"
"2019","2019","Other, non-Latinx","56.0"
"2019","2019","Other, non-Latinx","73.0"
"2019","2019","Latinx","73.0"
"2019","2019","Latinx","391.0"
"2019","2019","Latinx","174.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","97.0"
"2019","2019","Latinx","122.0"
"2019","2019","Other, non-Latinx","148.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","113.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","596.0"
"2019","2019","Other, non-Latinx","73.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","7943.0"
"2019","2019","White, non-Latinx","11188.0"
"2019","2019","Asian, non-Latinx","247.0"
"2019","2019","Other, non-Latinx","61.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","232.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","103.0"
"2019","2019","White, non-Latinx","4492.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","White, non-Latinx","4665.0"
"2019","2019","Other, non-Latinx","73.0"
"2019","2019","White, non-Latinx","4626.0"
"2019","2019","White, non-Latinx","4949.0"
"2019","2019","White, non-Latinx","6199.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","72.0"
"2019","2019","Latinx","200.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx","198.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Black, non-Latinx","208.0"
"2019","2019","Black, non-Latinx","137.0"
"2019","2019","Other, non-Latinx","69.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","6488.0"
"2019","2019","Latinx","186.0"
"2019","2019","Other, non-Latinx","178.0"
"2019","2019","Other, non-Latinx","67.0"
"2019","2019","Black, non-Latinx","541.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","411.0"
"2019","2019","Black, non-Latinx","502.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","69.0"
"2019","2019","White, non-Latinx","1993.0"
"2019","2019","Other, non-Latinx","87.0"
"2019","2019","Other, non-Latinx","97.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","147.0"
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx","1009.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","66.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","261.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Latinx","94.0"
"2019","2019","Asian, non-Latinx","391.0"
"2019","2019","Other, non-Latinx","70.0"
"2019","2019","Other, non-Latinx","89.0"
"2019","2019","Other, non-Latinx","59.0"
"2019","2019","Latinx","493.0"
"2019","2019","Other, non-Latinx","62.0"
"2019","2019","Other, non-Latinx","114.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","107.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx",""
"2019","2019","Black, non-Latinx","58.0"
"2019","2019","Asian, non-Latinx","191.0"
"2019","2019","Latinx","123.0"
"2019","2019","White, non-Latinx","12699.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Asian, non-Latinx","383.0"
"2019","2019","Black, non-Latinx",""
"2019","2019","Latinx","335.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Asian, non-Latinx","81.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","White, non-Latinx","5302.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","160.0"
"2019","2019","Other, non-Latinx","50.0"
"2019","2019","Other, non-Latinx","66.0"
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx",""
"2019","2019","Other, non-Latinx","1124.0"
"2019","2019","Other, non-Latinx","144.0"
